Company,Funding ($M),OTE,Title,Segment,HQ,Remote,RepVue,Industry,Job Posting URL,Date Added,Posted,Location,Status
Lytx,769,$250-290K,,MM,San Diego,Y,69,Fleet video telematics,https://lytx.wd1.myworkdayjobs.com/en-US/Lytx/job/Senior-Account-Executive--Mid-Market-_R-3981,2026-06-19,,Remote,Verified
Hex,172,$220-240K,,MM,San Francisco,Y,93,Data science / analytics,https://hex.tech/careers/midmarket-account-executive/,2026-06-19,,Remote,Verified
Eve,164,$300-310K (Ent) / $150-200K base (MM),"Commercial Account Executive, East",MM/Ent,San Francisco,Y,,AI-native legal platform,https://job-boards.greenhouse.io/eve/jobs/4299960009,2026-06-19,2026-06-26,Remote,Verified
Customer.io,bootstrapped,~$190K,"Mid-Market Account Executive, Americas",MM/Ent,Portland,Y,86,Messaging / marketing automation,https://job-boards.greenhouse.io/customerio/jobs/7971675,2026-06-19,2026-06-02,Remote,Verified
Bloomreach,422,$200-250K,"Senior Account Executive, MidMarket",MM,Mountain View,Y,89,E-commerce personalization,https://job-boards.greenhouse.io/bloomreach/jobs/7051101,2026-06-19,2025-07-08,Remote,Verified
Apollo.io,250,~$180K,"Account Executive, New Business (Mid-Market)",MM,San Francisco,Y,85,Sales intelligence / GTM,https://job-boards.greenhouse.io/apolloio/jobs/6015562004,2026-06-19,2026-06-05,Remote,Verified
Sigma Computing,581,~$220K,Enterprise Account Executive,Ent,San Francisco,Y,84,Cloud BI / analytics,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767630003,2026-06-19,2026-06-09,Remote,Verified
Rippling,2400,~$300K,,Ent,San Francisco,Y,86,HRIS / HCM + IT/Finance,https://ats.rippling.com/rippling/jobs/0db7c317-22c6-4e86-a67d-09e573ce0d96,2026-06-19,,Remote,Needs check
Komodo Health,314,$140-180K base+comm,"Account Executive - AVP, Sales (Commercial)",MM,San Francisco,Y,79,Healthcare data / analytics,https://job-boards.greenhouse.io/komodohealth/jobs/7230255002,2026-06-19,2024-02-14,Remote,Verified
Gong,583,$270-330K,Enterprise Account Executive,Ent,San Francisco,Y,88,Revenue intelligence / salestech,https://job-boards.greenhouse.io/gongio/jobs/4655626006,2026-06-19,2026-02-20,Remote,Verified
Glean,504,$260-320K,Enterprise Account Executive,Ent,Palo Alto,Y,,Enterprise AI assistant / search,https://job-boards.greenhouse.io/gleanwork/jobs/4694661005,2026-06-19,2026-05-13,Remote,Verified
GitGuardian,56,$310-340K,,Ent,Paris / US,Y,,Secrets detection / DevSecOps,https://careers.gitguardian.com/jobs/7861885-enterprise-account-executive-west,2026-06-19,,Remote,Verified
Commure,750,~$300K,"Enterprise Account Executive, Strongline",Ent,Mountain View,Y,78,AI healthcare ops / RCM,https://jobs.ashbyhq.com/commure/cde9a56a-e907-4277-a9f1-a6b7f9e9ae6e,2026-06-19,2026-04-27,Remote,Verified
Arize AI,131,$250-300K,"Enterprise Account Executive, East",Ent,Berkeley/SF,Y,87,AI / LLM observability,https://job-boards.greenhouse.io/arizeai/jobs/6098773004,2026-06-19,2026-06-22,Remote,Verified
Accrue,29,$240-320K,Senior Enterprise Account Executive,Ent,New York,Y,,Payments / branded wallets,https://job-boards.greenhouse.io/accrue/jobs/4497383008,2026-06-19,2025-01-16,Remote,Verified
SWEEP,,$150K-$220K,Account Executive,MM/Ent,New York City,Y,85,Carbon management / ESG SaaS,https://jobs.ashbyhq.com/sweep/8650e0ca-330d-4c2a-b279-81a236581da1,2026-07-15,2026-05-21,Remote,Verified
TheGuarantors,,"$180,000-$235,000",,MM/Ent,,"Remote, US",,Insurtech/Fintech (multifamily),https://ats.rippling.com/theguarantors-open-positions/jobs/0dc4f5a7-e5c3-4027-bf78-bca413498c9c,2026-07-15,,Remote,Verified
Nexthink,,"$300,000-$360,000",,Ent,"Boston, MA","Remote, US (West region)",78,Digital Employee Experience SaaS,https://jobs.smartrecruiters.com/Nexthink/744000134033550-enterprise-account-executive,2026-07-15,2026-06-24,Remote,Verified
Pendulum,,"$300,000",,Ent,,"Remote, US/Canada",,Risk/narrative intelligence SaaS,https://ats.rippling.com/pendulum-intelligence-jobs/jobs/32a031c5-00c2-4ec9-b40c-2526d8e564dc,2026-07-15,,Remote,Verified
Routeware,,"$200,000-$250,000 OTE, 50/50 split",,Unspec,"Portland, OR","Remote, US",70,Waste/fleet management SaaS,https://ats.rippling.com/routeware-careers/jobs/4345711d-74af-400f-8872-8b1b5393dcdf,2026-07-15,,Remote,Verified
Klir,,Uncapped commission model; no numeric base/OTE published,,Ent,"Toronto, Canada","Remote, US",74,Water utility SaaS,https://ats.rippling.com/klir/jobs/81400beb-78a1-4c8a-8f77-9028e60b59e8,2026-07-15,,Remote,Verified
Mimecast,,"$144,000-$216,000",,MM,"Lexington, MA","Remote, US (Illinois)",80,Email Security SaaS,https://careers.mimecast.com/en/jobs/r6394/account-executive-mid-market-north-central/,2026-07-15,2026-07-08,Remote,Verified
Reacher,,"$60,000-$300,000",Founding Account Executive (US),MM/Ent,"Los Angeles, CA","Remote, US",,Social commerce SaaS (TikTok Shop),https://jobs.ashbyhq.com/reacher/a6065758-c1c8-4067-94f3-6550c57fe514,2026-07-15,2025-09-10,Remote,Verified
MoxiWorks,,"$175,000",,MM,"Bellevue, WA","Remote, USA",66,Real Estate SaaS,https://ats.rippling.com/moxiworks-careers/jobs/43671ccd-a0dd-4391-9ab0-e8084f5f4493,2026-07-15,,Remote,Verified
Anaconda,,,,MM,"Austin, TX","Remote, US (East territory)",72,Data science / Python / AI platform,https://ats.rippling.com/anaconda/jobs/59d2be31-6641-4d05-8749-af7c92b9f871,2026-07-15,,Remote,Verified
Sectigo,,"$200,000-$240,000",,Ent,"Roseland, NJ","Remote, US (region-preferred)",80,Cybersecurity / digital certificates,https://jobs.smartrecruiters.com/Sectigo/3743990013795306-enterprise-sales-account-executive-sled-chicago-midwest-,2026-07-15,2026-06-25,Remote,Verified
TCP Software,,,,Ent,"Plano, TX","Remote, US",67,Workforce management SaaS,https://apply.workable.com/j/F74D180CB5,2026-07-15,2026-04-22,Remote,Verified
Copado,,,,Ent,"New Orleans, LA","Remote, US (SLED)",75,DevOps SaaS (Salesforce),https://ats.rippling.com/en-GB/copado/jobs/6e539d26-b5fe-4d70-8b99-1ae100c4f190,2026-07-15,,Remote,Verified
OpenObserve,,"$150,000-$200,000",Account Executive (SMB/Commercial),SMB/MM,,"Remote, US",,Observability / DevOps SaaS,https://jobs.ashbyhq.com/openobserve-careers/67feae33-d1ab-46c4-9e21-108852f6261b,2026-07-15,2026-04-07,Remote,Verified
Canvas Medical,,"$300,000-$360,000",Account Executive,MM/Ent,"San Francisco, CA","Remote, US",,Healthcare EMR SaaS,https://jobs.lever.co/canvasmedical/cfad09e6-8a41-45da-8bb3-a91464a08318,2026-07-15,2025-09-03,Remote,Verified
Pipe17,,,Enterprise Account Executive - Ecommerce,MM/Ent,,"Remote, US",,Ecommerce orchestration SaaS,https://job-boards.greenhouse.io/pipe17/jobs/4683047005,2026-07-15,2026-04-08,Remote,Verified
Signifyd,,"$270,000-$320,000","Senior Enterprise Account Executive, Northwest Territory",Ent,"San Jose, CA","Remote, US",85,Ecommerce fraud protection SaaS,https://job-boards.greenhouse.io/signifyd95/jobs/7958912,2026-07-15,2026-05-27,Remote,Verified
Parsec Automation,,"$240,000-$300,000",Enterprise Account Executive (Central US),Ent,,"Remote, US (South)",,Manufacturing MES SaaS,https://job-boards.greenhouse.io/parsecautomationcorp/jobs/5241881008,2026-07-15,2026-06-03,Remote,Verified
Intellistack,,"$200,000-$210,000","Account Executive, Mid-Market",MM,"Denver, CO",Remote (Denver preferred),74,No-code forms / doc automation SaaS,https://jobs.ashbyhq.com/Intellistack/dd1f7ead-7d8b-42d9-ba1b-98190d970af4,2026-07-15,2026-05-13,Remote,Verified
Airtable,,"$245,000-$354,000","Account Executive, Strategic Accounts",Ent,"San Francisco, CA","Remote, US",79,Low-code/no-code workflow platform,https://job-boards.greenhouse.io/airtable/jobs/8403127002,2026-07-15,2026-02-28,Remote,Verified
Vanta,,"$278,000-$327,000","Account Executive, SLED Government",Ent,"San Francisco, CA","Remote, US",88,Security / compliance automation SaaS,https://jobs.ashbyhq.com/vanta/c3b74285-982c-4648-bb79-d62c5b0adaf4,2026-07-15,,Remote,Verified
RevenueCat,,"$204,000",Mid-Market Account Executive,MM,"San Francisco, CA","Remote, US",91,Mobile app monetization SaaS,https://jobs.ashbyhq.com/revenuecat/a3c0fe2e-997c-488f-b268-652da757ffd0,2026-07-15,,Remote,Verified
Omni,,L1 up to $175K OTE (50/50 split); L2 up to $250K OTE (50/50 split),Mid-Market Account Executive,MM,"San Francisco, CA",Y,95,BI / analytics SaaS,https://jobs.ashbyhq.com/omni/e9fabee1-1634-4922-b2ad-30adcc9e44d4,2026-07-15,,Remote,Verified
Vitally.io,,,,SMB/MM,"Brooklyn, NY",Remote (unconfirmed),92,Customer success SaaS,https://vitally.io/careers,2026-07-15,,Remote,Needs check
Scribe,,$250K,"Account Executive, Strategic",Ent,"San Francisco, CA",Y,91,Workflow / documentation AI SaaS,https://jobs.ashbyhq.com/scribe/e0d91070-3102-4d41-b59a-009dec0d686a,2026-07-15,,Remote,Verified
Rebar,,Competitive base and OTE (no figures disclosed),Account Executive,Unspec,New York City,NYC,102,Vertical B2B SaaS - HVAC/electrical/plumbing quoting & estimating software for commercial contractors and suppliers,https://jobs.ashbyhq.com/rebar/8ea30e2a-f680-428c-90c1-12dc3dd7b137,2026-07-15,,NYC,Verified
Ivo,,"$250,000 - $270,000",Mid Market Account Executive (SF),MM,"San Francisco, CA",No - SF in-office/hybrid,99,Legal Tech / Contract Intelligence AI,https://jobs.ashbyhq.com/ivo-inc/188e230f-38c7-4466-80fa-5ac51ed495ed,2026-07-15,,SF,Verified
Ivo,,"$340,000 - $360,000","Enterprise Account Executive (SF, NY)",Ent,"San Francisco, CA",No - SF in-office/hybrid,99,Legal Tech / Contract Intelligence AI,https://jobs.ashbyhq.com/ivo-inc/5c151210-be10-452a-9ba3-4fc92eb68c2c,2026-07-15,,SF,Verified
Campfire,,$190K-$300K,Account Executive,Unspec,"San Francisco, CA","On-site 5 days/week (San Francisco, CA 94104",98,B2B SaaS,https://jobs.ashbyhq.com/campfire/3c0d5b20-72d7-4ac6-8710-3f897339ba7f,2026-07-15,,SF,Verified
Campfire,,$190K-$300K,Account Executive,Unspec,"San Francisco, CA","New York, based in-office (workplace type no",98,B2B SaaS,https://jobs.ashbyhq.com/campfire/e343e203-264c-49da-93a2-2db69e081488,2026-07-15,,NYC,Verified
Scytale,,"$240,000-$300,000",,Ent,"New York, NY","NYC (hybrid, flexible)",95,B2B SaaS - security compliance automation,https://scytale.ai/careers/co/new-york/3F.56C/founding-ae/all,2026-07-15,,NYC,Verified
Mutiny,,OTE up to $250K + Equity,Founding Enterprise Account Executive,Ent,New York City,"No - explicitly in-person NYC, 5x/week",,B2B SaaS - AI infrastructure/agents for GTM,https://jobs.ashbyhq.com/mutiny/13d38c51-7bdf-44c5-ab92-4ee876933913,2026-07-15,2026-04-28,NYC,Verified
Orb,,$180K-$250K,Mid-Market Account Executive- San Francisco HQ,MM,"San Francisco, CA",SF,93,B2B SaaS - usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/f5a56c73-2bb0-4f2d-bff4-f54617b60499,2026-07-15,,SF,Verified
Orb,,$180K-$250K,Mid-Market Account Executive- New York City,MM,"San Francisco, CA",NYC,93,B2B SaaS - usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/593aa7f8-b1c6-4252-a3df-9069ce8881cb,2026-07-15,,NYC,Verified
Orb,,$225K-$350K,Enterprise Account Executive- San Francisco HQ,Ent,"San Francisco, CA",SF,93,B2B SaaS - usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/16c4ed6a-6672-46d4-a11a-fc509f2ab80d,2026-07-15,,SF,Verified
Orb,,$225K-$350K,Enterprise Account Executive- New York City,Ent,"San Francisco, CA",NYC,93,B2B SaaS - usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/04f1ace3-0833-4c06-a418-5415f1623bfa,2026-07-15,,NYC,Verified
Metaview,,$230K - $300K OTE + Equity,"Account Executive, Mid Market",MM,"San Francisco, CA",NYC-based (US East preference); Ashby flags ,92,B2B SaaS / AI recruiting tech,https://jobs.ashbyhq.com/metaview/bb7774bc-752e-461d-9506-9e30388b58c8,2026-07-15,2025-11-07,NYC,Verified
Metaview,,$300K - $350K OTE + Equity,"Account Executive, Enterprise",Ent,"San Francisco, CA",SF-based,92,B2B SaaS / AI recruiting tech,https://jobs.ashbyhq.com/metaview/52608447-4f04-4444-b343-6882db326799,2026-07-15,2025-12-04,SF,Verified
EliseAI,,"$110,000 base / $295,000 OTE",Mid-Market Account Executive | Housing,MM,"New York, NY",NYC,91,B2B SaaS,https://jobs.ashbyhq.com/eliseai/85c00ebc-7d74-4f63-bebd-ed1dfdf0b442,2026-07-15,,NYC,Verified
EliseAI,,"$130,000-$150,000 base / $260,000-$300,000 OTE",Enterprise Account Executive | Housing,Ent,"New York, NY",NYC,91,B2B SaaS,https://jobs.ashbyhq.com/eliseai/d64ad5f1-7266-4b94-bf99-fd4ab5f18693,2026-07-15,,NYC,Verified
Middesk,,$300K-$330K,Enterprise Account Executive,Ent,"San Francisco, CA",NYC,90,B2B SaaS - business identity verification / risk management,https://jobs.ashbyhq.com/middesk/3a82222e-34cf-4a7f-af7d-4b269456788d,2026-07-15,2026-01-16,NYC,Verified
Middesk,,$190K-$220K,"Account Executive, Mid-Market",MM,"San Francisco, CA",NYC,90,B2B SaaS - business identity verification / risk management,https://jobs.ashbyhq.com/middesk/ce344f6c-f245-4751-ad36-c60abfccfab7,2026-07-15,2026-05-21,NYC,Verified
CompStak,,"$100,000-$375,000 OTE",Account Executive,Ent,"New York, NY",NYC,89,Commercial Real Estate data/analytics,https://jobs.lever.co/compstak/ded2dbb5-692f-4809-8eea-4d40409a9813,2026-07-15,2026-07-08,NYC,Verified
Playground,,"$155,000-$165,000",SaaS Account Executive,MM/Ent,New York City,"No - fully in-office at Denver, CO office (w",89,B2B SaaS - childcare/early-education management software,https://jobs.ashbyhq.com/playground/a37b5dc3-6b50-4888-bfe2-43ceb8fe9540,2026-07-15,2026-07-15,Denver,Verified
Synthesia,,,Enterprise Account Executive,MM/Ent,"London, UK",Hybrid (NYC primary; Austin/Denver considere,88,AI video generation / B2B SaaS,https://jobs.ashbyhq.com/synthesia/11cac93d-fea6-4f22-add1-d4e3bb904b94,2026-07-15,2024-03-27,Denver,Verified
Nitra,,"Base $80,000-$100,000; OTE $190,000-$250,000",Account Executive,Unspec,"New York, NY","No - hybrid, not Remote-US",86,Healthcare fintech / practice-management software,https://jobs.lever.co/nitra/5ec3c940-a8fb-4a03-a4e9-50c087ccee3b,2026-07-15,,NYC,Verified
Braze,,"$148,000-$223,000","Account Executive, Scale",MM,"New York City, NY",SF,86,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8039627?gh_jid=8039627,2026-07-15,2026-07-14,SF,Verified
Braze,,"$148,000-$223,000","Account Executive, Scale",MM,"New York City, NY",NYC,86,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8039626?gh_jid=8039626,2026-07-15,2026-07-14,NYC,Verified
Braze,,"$235,000-$270,000","Emerging Enterprise Account Executive, Retail",Ent,"New York City, NY",NYC,86,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8027072?gh_jid=8027072,2026-07-15,2026-07-14,NYC,Verified
Braze,,"$235,000-$270,000","Emerging Enterprise Account Executive, Retail",Ent,"New York City, NY",SF,86,Customer engagement / marketing SaaS platform,https://job-boards.greenhouse.io/braze/jobs/8027079?gh_jid=8027079,2026-07-15,2026-07-14,SF,Verified
Vercel,,"$221,000 - $300,000","Commercial Account Executive, Greenfield",MM,"San Francisco, CA","Hybrid, no fixed cadence stated",86,B2B SaaS - web infrastructure / developer platform,https://job-boards.greenhouse.io/vercel/jobs/5042166004,2026-07-15,,NYC,Verified
Vercel,,"$290,000 - $340,000",Enterprise Account Executive,Ent,"San Francisco, CA","Hybrid, no fixed cadence stated",86,B2B SaaS - web infrastructure / developer platform,https://job-boards.greenhouse.io/vercel/jobs/5042174004,2026-07-15,,NYC,Verified
Vercel,,"$280,000 - $330,000","Enterprise Account Executive, Retail",Ent,"San Francisco, CA","Hybrid, no fixed cadence stated",86,B2B SaaS - web infrastructure / developer platform,https://job-boards.greenhouse.io/vercel/jobs/6112143004,2026-07-15,,NYC,Verified
Merge,,"$180,000 - $221,000 OTE",Commercial Account Executive,MM,"San Francisco, CA","No (dual-listed NYC/SF, no remote option sta",73,B2B SaaS - unified API / integration platform for developers,https://jobs.ashbyhq.com/merge/633161e8-8f54-4eea-9d04-af504d7717d3,2026-07-15,2025-12-02,NYC,Verified
Motive,,"$230,000 - $300,000","Account Executive, Enterprise - Mountain",Ent,"San Francisco, CA",US-Remote (must reside AZ/NV/ID),87,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812339002,2026-07-15,,Remote,Verified
Motive,,"$230,000 - $300,000","Account Executive, Enterprise - West",Ent,"San Francisco, CA",US-Remote (West Coast: CA/OR/WA),87,B2B SaaS - fleet/physical operations management,https://job-boards.greenhouse.io/gomotive/jobs/7812348002,2026-07-15,,Remote,Verified
Numeric,,$250K-$350K + Equity,Account Executive,MM,"San Francisco, CA",SF,,B2B SaaS,https://jobs.ashbyhq.com/numeric/bb1e6e52-c4cb-4ea8-a1a1-63fa16fea268,2026-07-15,2026-04-29,SF,Verified
ServiceNow,,,,Ent,"Santa Clara, CA","No (California/Bay Area required, 30-50% tra",86,Enterprise SaaS / Digital Workflow Software,https://careers.servicenow.com/jobs/744000137769909/senior-crm-account-executive-enterprise-technology/,2026-07-15,2026-07-15,SF,Verified
Brex,,"$185,320 - $231,650",,Ent,"San Francisco, CA",NYC,86,Fintech / B2B SaaS,https://www.brex.com/careers/8502529002,2026-07-15,,NYC,Verified
Brex,,"$294,000 - $325,000",,Ent,"San Francisco, CA",NYC,86,Fintech / B2B SaaS,https://www.brex.com/careers/7732133002?gh_jid=7732133002,2026-07-15,,NYC,Verified
Brex,,"$294,000 - $325,000",,Ent,"San Francisco, CA",SF,86,Fintech / B2B SaaS,https://www.brex.com/careers/7732107002?gh_jid=7732107002,2026-07-15,,SF,Verified
Checkr,,"$258,000-$304,000 OTE",Strategic Account Executive,Ent,"San Francisco, CA","Listed as Remote-US and SF, but posting stat",82,B2B SaaS - Background Check / People Infrastructure Platform,https://job-boards.greenhouse.io/checkr/jobs/8052671,2026-07-15,2026-07-10,Remote,Verified
Intercom,,"$226,000-$270,000","Account Executive, MidMarket (LATAM)",MM,"San Francisco, CA / Dublin, Ireland",SF,83,B2B SaaS / AI customer service,https://job-boards.greenhouse.io/intercom/jobs/7862786,2026-07-15,,SF,Verified
Gravitee,,$270K,,Ent,"Lille, France / Denver, CO",Denver,83,API management / event streaming / AI governance platform,https://graviteetopcoltd.teamtailor.com/jobs/7649873-enterprise-account-executive-noram,2026-07-15,,Denver,Verified
ID.me,,"$150,000","Account Executive, Commerce & Loyalty - Northern California",Ent,"McLean, VA / Mountain View, CA",SF,82,Digital identity verification / B2B SaaS,https://job-boards.greenhouse.io/idme/jobs/7661521003,2026-07-15,,SF,Verified
Airbyte,,$260K OTE + equity + commission,Mid Market Account Executive,MM,"San Francisco, CA",SF,82,B2B SaaS / Data Infrastructure,https://jobs.ashbyhq.com/airbyte/7c1bedbb-16af-46b8-9e05-b51653580845,2026-07-15,2026-07-07,SF,Verified
Klaviyo,,,,MM/Ent,"Boston, MA",Hybrid (ATS location = NYC; NOTE: JD body te,82,B2B SaaS,https://www.klaviyo.com/careers/jobs/7720001003?gh_jid=7720001003,2026-07-15,2026-04-29,NYC,Verified
Klaviyo,,,,MM/Ent,"Boston, MA",Hybrid (ATS location = Denver; NOTE: JD body,82,B2B SaaS,https://www.klaviyo.com/careers/jobs/7624149003?gh_jid=7624149003,2026-07-15,2026-02-09,Denver,Verified
Aviso AI,,"Base $165,000-$185,000",,Ent,"Redwood City, CA",Yes,80,Revenue Intelligence SaaS,https://www.aviso.com/careers/us/account-executive-1,2026-07-16,2026-07-15,Remote,Needs check
Black Duck,,,Lead Enterprise Account Executive (Federal/SLED),Ent,"Burlington, MA",Y,79,Application security / DevSecOps SaaS,https://job-boards.greenhouse.io/blackduck/jobs/5226171008,2026-07-16,,Remote,Verified
Constructor,,,Mid-Market Account Executive,MM,"San Francisco, CA","Remote - United States; JD states ""Fully rem",,Ecommerce search / discovery SaaS,https://jobs.ashbyhq.com/constructor/32820fdf-c309-4fa3-9884-6bec472ae3d8,2026-07-15,2026-05-26,Remote,Verified
Alloy,,"$300,000-$350,000","Account Executive, Enterprise",Ent,"New York, NY",Remote (US); NYC-local staff hybrid Tue-Thu ,86,Identity / fraud SaaS (fintech),https://job-boards.greenhouse.io/alloy/jobs/7656028002,2026-07-15,2024-09-25,Remote,Verified
Glia,,,Account Executive - Enterprise (Tennessee / Kentucky),Ent,"New York, NY","Yes - ""Hiring Remotely"" / ""In-Office or Remo",89,AI customer service SaaS,https://jobs.ashbyhq.com/glia/7c0feaff-3f73-4aeb-9331-c5497a49faaa,2026-07-15,2026-04-27,Remote,Verified
Cloudflare,public,$244K-$336K,"Senior Account Executive, Startups (Bay Area)",MM,"San Francisco, CA",SF Bay Area (hybrid),79,Network security / CDN / Zero Trust SaaS,https://boards.greenhouse.io/cloudflare/jobs/7867139?gh_jid=7867139,2026-07-16,2026-05-01,SF,Verified
HG Insights,,,Account Executive - New Business,MM,"Santa Barbara, CA",Y,79,Tech intelligence SaaS (B2B sales & marketing),https://job-boards.greenhouse.io/hginsights/jobs/7772288003,2026-07-16,2026-06-17,Remote,Verified
Litify,,"$125,000 base + commission (flexible per candidate)",Account Executive (AI Specialist),Ent,"New York, NY",Y,79,Legal SaaS (legal ops on Salesforce),https://job-boards.greenhouse.io/litify/jobs/8068120,2026-07-16,2026-07-15,Remote,Verified
BlueCat,,"$260,000-$300,000",Account Executive - Northeast,Ent,"Toronto, ON",Y,79,Network intelligence / DNS SaaS,https://jobs.lever.co/bluecatnetworks/38d6253b-0941-475c-a3a8-f93c4f674dbe,2026-07-16,2026-07-08,NYC,Verified
Extend,,"$250,000","Account Executive, Corporate Enterprise",MM/Ent,"San Francisco, CA",No (SF Bay Area; 3 days/week in office),79,Warranty/protection SaaS,https://job-boards.greenhouse.io/extend/jobs/5708089004,2026-07-16,2025-11-13,SF,Verified
FORT Robotics,,,Account Executive Southeast & Central USA,Unspec,"Philadelphia, PA","Remote-US (regional residency required, ~30-",75,Physical AI - safety & control systems (serves robotics/AMR/automation,https://job-boards.greenhouse.io/fortrobotics/jobs/4694374005,2026-07-16,,Remote,Verified
FORT Robotics,,,"Account Executive, USA",Unspec,"Philadelphia, PA","Remote-US (30-40% regional travel, periodic ",75,Physical AI - safety & control systems (serves robotics/AMR/automation,https://job-boards.greenhouse.io/fortrobotics/jobs/4698357005,2026-07-16,,Remote,Verified
Fictiv,,"$125,000","Account Executive - Emerging Accounts - San Francisco, CA",MM,"San Francisco / Oakland, CA",Remote-US,66,Physical AI - on-demand manufacturing platform serving robotics/hardwa,https://job-boards.greenhouse.io/fictiv/jobs/8744932002,2026-07-16,2026-08-25,Remote,Verified
Covariant,,"$360,000-$400,000","Senior Account Executive, Enterprise",Ent,"Berkeley/San Francisco, CA",Hybrid (NYC office 2-3x/week) - not full Rem,,"Physical AI - foundation models / embodied AI (""Covariant Brain"") for",https://job-boards.greenhouse.io/covariance/jobs/5823506004,2026-07-16,,NYC,Verified
Ouster,,,,MM/Ent,"San Francisco, CA",Remote-US,77,Physical AI - lidar / perception sensors,https://ouster.applytojob.com/apply/w26vMYF2Tb/Account-Executive-Security,2026-07-16,,Remote,Verified
Ouster,,,,MM/Ent,"San Francisco, CA","SF (hybrid, office-based)",77,Physical AI - lidar / perception sensors,https://ouster.applytojob.com/apply/7dmMtkdXW1/Account-Executive-Industrial-Solutions,2026-07-16,,SF,Verified
Chef Robotics,,$230K+,Account Executive,Ent,"San Francisco, CA",Remote (US),,Physical AI - RaaS food-manufacturing automation (robotic food assembl,https://jobs.lever.co/ChefRobotics/1126b88a-318a-4bb5-b2e5-7cb9e7c2ad3c,2026-07-16,,Remote,Verified
DroneDeploy,,,Account Executive (USA),MM/Ent,"San Francisco, CA",Remote-US,83,"Physical AI - aerial autonomy / reality capture (drones, 360/fixed cam",https://jobs.lever.co/dronedeploy/35e22786-0923-4b33-b578-5171058cc0f3,2026-07-16,2026-01-14,Remote,Verified
Coram AI,,"$140,000 - $210,000",Account Executive,MM,"Sunnyvale, CA",On-site,86,Physical AI - computer vision / machine vision (video security),https://jobs.ashbyhq.com/coram-ai/3b5977d4-dad3-4c6b-ae2c-4ba1355c543f,2026-07-16,,NYC,Verified
Verkada,,"$180,000 - $220,000","Account Executive, Select, San Mateo",MM,"San Mateo, CA",On-site,81,Physical AI - machine vision / sensor hardware (physical security),https://job-boards.greenhouse.io/verkada/jobs/4388198007,2026-07-16,,SF,Verified
Verkada,,"$150,000 - $190,000","Account Executive, Territory (Mid-Market)",MM,"San Mateo, CA",On-site,81,Physical AI - machine vision / sensor hardware (physical security),https://job-boards.greenhouse.io/verkada/jobs/4103493007,2026-07-16,,NYC,Verified
Samsara,,"$152,000 - $190,000",,MM,"San Francisco, CA",Remote-US (regional restriction),86,Physical AI - IoT sensing & AI for physical operations (fleet/industri,https://www.samsara.com/company/careers/roles/7609147,2026-07-16,,Remote,Verified
Samsara,,"$152,000 - $190,000",,MM,"San Francisco, CA",Remote-US (regional restriction),86,Physical AI - IoT sensing & AI for physical operations (fleet/industri,https://www.samsara.com/company/careers/roles/7609126,2026-07-16,,Remote,Verified
HiveMQ,,$130K-$165K,Enterprise Account Executive,Ent,"Landshut, Germany (US operations)",Remote (United States),77,Physical AI - industrial IoT / Industry 4.0 (MQTT edge-to-cloud data p,https://jobs.ashbyhq.com/hivemq/e1bb71d8-5c43-4e31-81e1-908ef2227f4d,2026-07-16,2026,Remote,Verified
Rescale,,$212K-$312K,Enterprise Account Executive (Remote),Ent,"San Francisco, CA",Remote (United States),81,Physical AI - simulation & digital engineering for aerospace/manufactu,https://jobs.ashbyhq.com/rescale/7776708f-9d26-44a6-9246-49d49e9d8cdb,2026-07-16,2026,Remote,Verified
Coram AI,,,Associate Account Executive,MM,"Sunnyvale, CA","OnSite - San Francisco, CA",86,Physical AI - machine vision / AI video security for businesses,https://jobs.ashbyhq.com/coram-ai/7255c60c-f887-4a69-945f-5eba41340b50,2026-07-16,2026-07-28,SF,Verified
MaintainX,,,"Expansion Account Executive, Mid-Market",MM,"San Francisco, CA","Remote (United States, all hubs)",91,Physical AI - AI-powered maintenance & asset management / predictive m,https://jobs.ashbyhq.com/maintainx/358944a4-876a-4eb3-8b58-9471a84d8471,2026-07-16,,Remote,Verified
OpenSpace,,~$225K-$250K,,Ent,"San Francisco, CA","Remote-US, up to 50% travel",83,Physical AI - 3D reconstruction / digital twin (construction reality c,https://www.openspace.ai/careers?gh_jid=7767257003,2026-07-16,,Remote,Verified
Spot AI,,"up to $330,000",,Ent,"Mountain View / Burlingame, CA",Remote-US,70,Physical AI - machine vision (AI coworkers for physical operations),https://jobs.spot.ai/jobs/542272-enterprise-account-executive-remote-west-coast-sf,2026-07-16,,Remote,Verified
Spot AI,,"$180,000 - $250,000",,Ent,"Mountain View / Burlingame, CA",Remote-US,70,Physical AI - machine vision (AI coworkers for physical operations),https://jobs.spot.ai/jobs/595429-enterprise-account-executive-remote-east-coast,2026-07-16,,Remote,Verified
