Company,Funding ($M),OTE,Segment,HQ,Remote,RepVue,Industry,Job Posting URL,Date Added,Posted,Location,Status
Karbon,,"$212,000",MM,"San Francisco, CA",Y,93.66,Software,https://job-boards.greenhouse.io/karbon/jobs/5794974004,2026-06-30,2026-02-05,Remote,Verified
Horizon3.ai,,$180K–$240K,MM/Ent,"San Francisco, CA",Y,89.56,Cybersecurity SaaS,https://jobs.ashbyhq.com/horizon3ai/c72d82d9-ec73-4163-9b8e-00be0623ae44,2026-06-30,2026-04-22,Remote,Verified
HockeyStack,,"$160,000–$250,000",MM/Ent,"San Francisco, CA",Y,91.65,Software (B2B SaaS - Revenue Attribution / GTM Analytics),https://jobs.ashbyhq.com/hockeystack/ea8c20c1-9d94-4884-ad01-e9f839bd8411,2026-06-30,2026-06-17,Remote,Verified
Garner Health,,"$200,000–$225,000",MM,"New York, NY",Y,90.11,Health Benefits / B2B SaaS,https://job-boards.greenhouse.io/garnerhealth/jobs/5651451004,2026-06-30,2025-09-19,Remote,Verified
Flockjay,,,MM/MM-Ent,"San Francisco, CA",Y,88.22,B2B SaaS (Sales Enablement),https://www.ycombinator.com/companies/flockjay/jobs/Xbe2JkG-account-executive,2026-06-30,,Remote,Verified
Embrace,,$225K–$300K,MM/Ent,"Los Angeles, CA",Y,86.96,Internet / Mobile Observability SaaS,https://job-boards.greenhouse.io/embrace/jobs/5591155004,2026-06-30,2025-07-16,Remote,Verified
Amplemarket,,,MM,"San Francisco, CA",Y,95.97,Software,https://job-boards.eu.greenhouse.io/amplemarket/jobs/4823568101,2026-06-30,2026-03-26,Remote,Verified
Aligned,,"$220,000",MM,"Wilmington, DE",Y,88.37,Software (B2B SaaS - Digital Sales Rooms),https://job-boards.greenhouse.io/aligned/jobs/4685191101,2026-06-30,2025-10-02,Remote,Verified
Yipitdata,,Up to $210K ($125K-$135K base + 100% var,Ent,"New York, NY",Y,87.65,Finance / Data SaaS (alternative data for ent,https://job-boards.greenhouse.io/yipitdata/jobs/5585428,2026-06-30,2024-01-03,Remote,Verified
Writer,369,$340-350K,Ent,San Francisco,Y,,AI enterprise platform,https://jobs.ashbyhq.com/writer/55e79a1b-ca5b-42be-89d6-21409d034713,2026-06-30,2026-04-01,Remote,Verified
Tive Inc,,,Ent,"Boston, MA",Y,90.44,Transportation / Supply Chain Visibility,https://ats.rippling.com/tive-careers/jobs/369db993-aacb-428d-bf85-2f35758b2064,2026-06-30,,Remote,Verified
Sprinto,,$140K–$200K,Ent,"San Francisco, CA",Y,89.48,Security Compliance SaaS,https://jobs.lever.co/Sprinto/71158459-781d-43bd-984c-f16af3b503fa,2026-06-30,2026-02-10,Remote,Verified
Shift Technology,,Base $130K-$180K + variable (est. OTE $2,Ent,"Paris, France (US ops remote)",Y,87.65,Software (B2B SaaS - AI for insurance),https://job-boards.greenhouse.io/shifttechnology/jobs/4766257003,2026-06-30,2021-10-18,Remote,Verified
Satori Cyber,,$300K–$320K,Ent,"San Diego, CA",Y,87.08,Software (data security/cybersecurity SaaS),https://satoricyber.com/careers/enterprise-account-executive-locationus-east/,2026-06-30,,Remote,Verified
Sanity,,,Ent,"San Francisco, CA",Y,87.79,Software (Content Platform SaaS),https://www.sanity.io/careers/ae-usa,2026-06-30,,Remote,Verified
Riskonnect,,~$250K-$265K (base $130K-$135K per RepVu,Ent,"Atlanta, GA",Y,87.72,Software (B2B SaaS - Integrated Risk Manageme,https://careers.ta.com/companies/riskonnect/jobs/37664775-account-executive,2026-06-30,,Remote,Verified
Rafay,,,Ent,"Sunnyvale, CA",Y,87.36,Software,https://rafay.co/careers/enterprise-account-executive-us-remote,2026-06-30,,Remote,Verified
Pricefx,,,Ent,"Chicago, IL",Y,87.22,Software,https://careers.jobscore.com/careers/pricefx/jobs/enterprise-account-executive-co-htuQD5p84LpuKVOWVL_,2026-06-30,,Remote,Verified
Megaport,,~$300K (market data; not stated in posti,Ent,"Brisbane, Australia (US operations)",Y,88.60,Internet / Network-as-a-Service,https://jobs.lever.co/megaport/c1fd8abd-364c-498a-906d-34ca8d69d1b4,2026-06-30,2026-06-10,Remote,Verified
LettrLabs,,$245K–$265K,Ent,"Denver, CO",Y,98.05,Professional / Business Services,https://job-boards.greenhouse.io/lettrlabs/jobs/4048815009,2026-06-30,2025-11-04,Remote,Verified
Kyriba,,$265K–$320K (base $147K–$186K),Ent,"San Diego, CA",Y,87.08,Software (treasury/financial SaaS),https://kyriba.wd5.myworkdayjobs.com/en-US/Kyriba-Careers/job/Strategic-Account-Executive_R-06229,2026-06-30,,Remote,Verified
Jellyfish Co,,$280K–$330K (comp range stated; likely OTE),Ent,"Boston, MA",Y,91.15,Software / B2B SaaS,https://jobs.ashbyhq.com/jellyfish/6d08e74c-0866-4b0b-a196-c1ee674bcba1,2026-06-30,2026-06-10,Remote,Verified
Insider One,,$300K,Ent,"Istanbul, Turkey (US remote role)",Y,89.89,MarTech SaaS,https://jobs.lever.co/insiderone/4fbfb579-7cef-4be9-aca5-2a5b87d38f3d,2026-06-30,2026-01-09,Remote,Verified
FMX,,,Ent,"Columbus, OH",Y,89.01,Software,https://apply.workable.com/fmx/j/19BF5A3A6E,2026-06-30,,Remote,Verified
Element451,,,Ent,"Chapel Hill, NC",Y,93.59,Software,https://jobs.ashbyhq.com/element451/3a77c579-edc9-429f-a9d1-7f3c0e081400,2026-06-30,2025-06-13,Remote,Verified
Doxel,,$220K–$320K,Ent,"Redwood City, CA",Y,88.88,Software (AI construction tech),https://jobs.lever.co/doxel/ae7d9fa9-7a7e-4060-b810-db04d29aae66,2026-06-30,2026-01-13,Remote,Verified
Domino Data Lab,,$300K–$350K,Ent,"San Francisco, CA",Y,86.37,Software,https://app.careerpuck.com/job-board/domino-data-lab/job/7815069?gh_jid=7815069,2026-06-30,,Remote,Verified
Cursor,,,Ent,"San Francisco, CA",Y,98.32,Software,https://jobs.ashbyhq.com/cursor/0ecf8ce6-a31a-410a-a49c-d73e76a94c49,2026-06-30,2026-06-05,Remote,Verified
Creatio,,$240K–$310K,Ent,"Boston, MA",Y,87.88,Software (No-code CRM/BPM SaaS),https://www.creatio.com/company/careers/job-openings/enterprise-account-executive-usa,2026-06-30,,Remote,Verified
Buildkite,,"$220K–$300K (base $110K–$150K, 50/50 spl",Ent,"Melbourne, Australia",Y,86.34,Software,https://job-boards.greenhouse.io/buildkite/jobs/4951727008,2026-06-30,2025-10-10,Remote,Verified
Braintrust.dev,,,Ent,"San Francisco, CA",Y,91.68,Software (B2B SaaS - AI Evaluation Platform),https://jobs.ashbyhq.com/braintrust/1eff314f-8261-484b-9ead-e44646d79003,2026-06-30,2026-04-21,Remote,Verified
AlphaSense,,$230K–$280K est. (base $99K–$155K + unca,Ent,"New York, NY",Y,88.24,Software,https://job-boards.greenhouse.io/AlphaSense/jobs/8169790002,2026-06-30,2025-09-16,Remote,Verified
A-LIGN,,,Ent,"Tampa, FL",Y,87.22,Information Technology and Services,https://job-boards.greenhouse.io/ALIGN/jobs/8045085002,2026-06-30,2025-06-23,Remote,Verified
6sense,,,Ent,San Francisco,Y,,ABM / B2B predictive intelligence,https://job-boards.greenhouse.io/6sense/jobs/8052411,2026-06-30,2026-07-13,Remote,Verified
Amplitude,,,Ent,San Francisco,Y,,Product analytics,https://job-boards.greenhouse.io/amplitude/jobs/8593702002,2026-06-29,2026-06-16,Remote,Verified
Webflow,336,,MM,San Francisco,Y,,Website builder / digital experience,https://job-boards.greenhouse.io/webflow/jobs/6124408,2026-06-23,2024-08-21,Remote,Verified
Pigment,390,~$200-320K,MM/Ent,Paris / US,Y,,FP&A / business planning SaaS,https://jobs.lever.co/pigment/ffcd4bd3-b8c0-4778-a545-49d70511ed72,2026-06-23,2026-06-02,Remote,Verified
Lattice,206,$185-218K,MM,San Francisco,Y,,HR performance management,https://lattice.com/job?gh_jid=8599312002,2026-06-23,2026-06-25,Remote,Verified
Highspot,,$190-260K,MM,Seattle,Y,,Sales enablement / GTM platform,https://jobs.lever.co/highspot/12b7f6f1-6582-4288-911b-746e9c502665,2026-06-22,2026-06-17,Remote,Verified
Vantage,25,$160-320K,MM/Ent,Brooklyn NY,Y,,Cloud cost / FinOps,https://jobs.ashbyhq.com/vantage/28a3b563-f10d-496c-bf8d-7c8ab1ad0aef,2026-06-19,2026-06-24,Remote,Verified
Trunk Tools,70,,MM/Ent,New York,Y,,Construction AI / project mgmt,https://jobs.ashbyhq.com/Trunk%20Tools/374c4cef-f34d-47ec-892d-b219e8222a66,2026-06-19,2026-04-27,Remote,Verified
Thoropass,98,$250-300K,MM,New York,Y,,GRC / SOC2 compliance,https://job-boards.greenhouse.io/thoropass/jobs/6001426004,2026-06-19,2026-05-20,Remote,Verified
Sumo Logic,346,~$176-206K,MM,Redwood City,Y,,Cloud security / SIEM,https://job-boards.greenhouse.io/sumologic/jobs/7985960,2026-06-19,2026-06-09,Remote,Verified
Samsara,public,$152-190K,MM,San Francisco,Y,86,Fleet / IoT telematics,https://www.samsara.com/company/careers/roles/7609126?gh_jid=7609126,2026-06-19,,Remote,Verified
Render,258,$200-330K,MM/Ent,San Francisco,Y,,Cloud app hosting / PaaS,https://jobs.ashbyhq.com/render/c6b1ea04-755d-46e8-b197-68c235aff85c,2026-06-19,2025-08-18,Remote,Verified
Maxio,150,,SMB/MM,Atlanta,Y,,SaaS billing & revenue,https://maxio.applytojob.com/apply/usMeWdgx3X,2026-06-19,,Remote,Verified
Lytx,769,$250-290K,MM,San Diego,Y,69,Fleet video telematics,https://lytx.wd1.myworkdayjobs.com/en-US/Lytx/job/Senior-Account-Executive--Mid-Market-_R-3981,2026-06-19,,Remote,Verified
Huntress,298,$160K,MM,Ellicott City MD,Y,,Managed cybersecurity / MDR,https://job-boards.greenhouse.io/huntress/jobs/7778495003,2026-06-19,2026-06-23,Remote,Verified
Hex,172,$220-240K,MM,San Francisco,Y,,Data science / analytics,https://hex.tech/careers/midmarket-account-executive/,2026-06-19,,Remote,Verified
Eve,164,$300-310K (Ent) / $150-200K base (MM),MM/Ent,San Francisco,Y,,AI-native legal platform,https://job-boards.greenhouse.io/eve/jobs/4299960009,2026-06-19,2026-06-26,Remote,Verified
Doppler,29,$220-250K,MM/Ent,San Francisco,Y,,Secrets management,https://jobs.ashbyhq.com/Doppler/1d4d38d5-4501-4c76-91bc-538521020099,2026-06-19,2026-06-24,Remote,Verified
Customer.io,bootstrapped,~$190K,MM/Ent,Portland,Y,,Messaging / marketing automation,https://job-boards.greenhouse.io/customerio/jobs/7971675,2026-06-19,2026-06-02,Remote,Verified
Bloomreach,422,$200-250K,MM,Mountain View,Y,89,E-commerce personalization,https://job-boards.greenhouse.io/bloomreach/jobs/7051101,2026-06-19,2025-07-08,Remote,Verified
BILL,public,$160-227K (MM) / $224-329K (Ent),MM/Ent,San Jose,Y,81,AP/AR automation / payments,https://job-boards.greenhouse.io/billcom/jobs/6019000004,2026-06-19,2026-06-10,Remote,Verified
Apollo.io,250,~$180K,MM,San Francisco,Y,85,Sales intelligence / GTM,https://job-boards.greenhouse.io/apolloio/jobs/6015562004,2026-06-19,2026-06-05,Remote,Verified
Sigma Computing,581,~$220K,Ent,San Francisco,Y,,Cloud BI / analytics,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767630003,2026-06-19,2026-06-09,Remote,Verified
Rippling,2400,~$300K,Ent,San Francisco,Y,86,HRIS / HCM + IT/Finance,https://ats.rippling.com/rippling/jobs/0db7c317-22c6-4e86-a67d-09e573ce0d96,2026-06-19,,Remote,Verified
Monte Carlo,236,$300-350K,Ent,San Francisco,Y,,Data observability / quality,https://jobs.ashbyhq.com/montecarlodata/4a57ba0f-3be5-4138-b863-f8c7a575c3e0,2026-06-19,2026-05-14,Remote,Verified
Komodo Health,314,$140-180K base+comm,Ent,San Francisco,Y,79,Healthcare data / analytics,https://job-boards.greenhouse.io/komodohealth/jobs/7230255002,2026-06-19,2024-02-14,Remote,Verified
Keeper Security,60,,Ent,Chicago,Y,,IAM / PAM / secrets mgmt,https://job-boards.greenhouse.io/keepersecurity/jobs/4090345009,2026-06-19,2026-01-01,Remote,Verified
Honeycomb,177,$274-300K,Ent,San Francisco,Y,81,Observability,https://job-boards.greenhouse.io/honeycomb/jobs/4662407008,2026-06-19,2025-05-02,Remote,Verified
Halcyon,209,$280-320K,Ent,Austin,Y,,Anti-ransomware / endpoint,https://job-boards.greenhouse.io/halcyon/jobs/5708979004,2026-06-19,2025-12-01,Remote,Verified
Gong,583,$270-330K,Ent,San Francisco,Y,88,Revenue intelligence / salestech,https://job-boards.greenhouse.io/gongio/jobs/4655626006,2026-06-19,2026-02-20,Remote,Verified
Glean,504,$260-320K,Ent,Palo Alto,Y,80,Enterprise AI assistant / search,https://job-boards.greenhouse.io/gleanwork/jobs/4694661005,2026-06-19,2026-05-13,Remote,Verified
GitGuardian,56,$310-340K,Ent (West only),Paris / US,Y,,Secrets detection / DevSecOps,https://careers.gitguardian.com/jobs/7861885-enterprise-account-executive-west,2026-06-19,,Remote,Verified
Cresta,282,$240-300K,Ent,San Francisco,Y,91,Generative AI for contact centers,https://job-boards.greenhouse.io/cresta/jobs/4494927008,2026-06-19,2025-02-25,Remote,Verified
Commure,750,~$300K,Ent,Mountain View,Y,78,AI healthcare ops / RCM,https://jobs.ashbyhq.com/commure/cde9a56a-e907-4277-a9f1-a6b7f9e9ae6e,2026-06-19,2026-04-27,Remote,Verified
ClickHouse,1050,$280-320K,Ent,Bay Area,Y,,Real-time analytics / OLAP DB,https://job-boards.greenhouse.io/clickhouse/jobs/5800037004,2026-06-19,2026-02-20,Remote,Verified
Arize AI,131,$250-300K,Ent,Berkeley/SF,Y,87,AI / LLM observability,https://job-boards.greenhouse.io/arizeai/jobs/6098773004,2026-06-19,2026-06-22,Remote,Verified
Apollo GraphQL,183,$110-210K,Ent,San Francisco,Y,76,API / GraphQL platform,https://jobs.ashbyhq.com/apollo-graphql/415db1ad-746c-4384-acda-7caadf5c457b,2026-06-19,2026-04-30,Remote,Verified
Accrue,29,$240-320K,Ent,New York,Y,,Payments / branded wallets,https://job-boards.greenhouse.io/accrue/jobs/4497383008,2026-06-19,2025-01-16,Remote,Verified
SWEEP,,$150K-$220K,MM/Ent,New York City,Y,85,Carbon management / ESG SaaS,https://jobs.ashbyhq.com/sweep/8650e0ca-330d-4c2a-b279-81a236581da1,2026-07-15,2026-05-21,Remote,Verified
TheGuarantors,,"$180,000-$235,000",MM/Ent,,"Remote, US",,Insurtech/Fintech (multifamily),https://ats.rippling.com/theguarantors-open-positions/jobs/0dc4f5a7-e5c3-4027-bf78-bca413498c9c,2026-07-15,,Remote,Verified
Nexthink,,"$300,000-$360,000",Ent,"Boston, MA","Remote, US (West region)",,Digital Employee Experience SaaS,https://jobs.smartrecruiters.com/Nexthink/744000134033550-enterprise-account-executive,2026-07-15,2026-06-24,Remote,Verified
Pendulum,,"$300,000",Ent,,"Remote, US/Canada",,Risk/narrative intelligence SaaS,https://ats.rippling.com/pendulum-intelligence-jobs/jobs/32a031c5-00c2-4ec9-b40c-2526d8e564dc,2026-07-15,,Remote,Verified
Routeware,,,Ent,"Portland, OR","Remote, US",,Waste/fleet management SaaS,https://ats.rippling.com/routeware-careers/jobs/4815d630-1849-431f-b15f-df2d6f0f071f,2026-07-15,,Remote,Verified
Klir,,,Ent,"Toronto, Canada","Remote, US",,Water utility SaaS,https://ats.rippling.com/klir/jobs/81400beb-78a1-4c8a-8f77-9028e60b59e8,2026-07-15,,Remote,Verified
IFS,,,Ent,"Itasca, IL","Remote, US",,Enterprise Asset Mgmt SaaS (Manufacturing),https://jobs.smartrecruiters.com/IFS1/744000127015970-account-executive-strategic-accounts-expansion-manufacturing-remote-us-,2026-07-15,2026-05-18,Remote,Verified
Mimecast,,"$144,000-$216,000",MM,"Lexington, MA","Remote, US (Illinois)",,Email Security SaaS,https://careers.mimecast.com/en/jobs/r6394/account-executive-mid-market-north-central/,2026-07-15,2026-07-08,Remote,Verified
Reacher,,,MM/Ent,"Los Angeles, CA","Remote, US",,Social commerce SaaS (TikTok Shop),https://jobs.ashbyhq.com/reacher/a6065758-c1c8-4067-94f3-6550c57fe514,2026-07-15,2025-09-10,Remote,Verified
MoxiWorks,,"$175,000",MM,"Bellevue, WA","Remote, USA",,Real Estate SaaS,https://ats.rippling.com/moxiworks-careers/jobs/43671ccd-a0dd-4391-9ab0-e8084f5f4493,2026-07-15,,Remote,Verified
Anaconda,,,MM,"Austin, TX","Remote, US (East territory)",,Data science / Python / AI platform,https://ats.rippling.com/anaconda/jobs/59d2be31-6641-4d05-8749-af7c92b9f871,2026-07-15,,Remote,Verified
Hostaway,,,MM,,"Remote, North America (EST/CST)",,Property management SaaS,https://careers.hostaway.com/o/account-executive-remote-north-america,2026-07-15,2026-05-20,Remote,Verified
Sectigo,,"$200,000-$240,000",Ent,"Roseland, NJ","Remote, US (region-preferred)",,Cybersecurity / digital certificates,https://jobs.smartrecruiters.com/Sectigo/3743990013795306-enterprise-sales-account-executive-sled-chicago-midwest-,2026-07-15,2026-06-25,Remote,Verified
TCP Software,,,Ent,"Plano, TX","Remote, US",,Workforce management SaaS,https://apply.workable.com/j/F74D180CB5,2026-07-15,2026-04-22,Remote,Verified
Copado,,,Ent,"New Orleans, LA","Remote, US (SLED)",,DevOps SaaS (Salesforce),https://ats.rippling.com/en-GB/copado/jobs/6e539d26-b5fe-4d70-8b99-1ae100c4f190,2026-07-15,,Remote,Verified
Kana.ai,,"$275,000-$300,000",MM/Ent,"San Francisco, CA","Remote, US",,AI marketing platform,https://job-boards.greenhouse.io/kana/jobs/5254098008,2026-07-15,2026-06-10,Remote,Verified
Fleetworthy,,,MM,,"Remote, US",,Fleet compliance / toll SaaS,https://job-boards.greenhouse.io/bestpass/jobs/4695281006,2026-07-15,2026-07-09,Remote,Verified
OpenObserve,,"$150,000-$200,000",SMB/MM,,"Remote, US",,Observability / DevOps SaaS,https://jobs.ashbyhq.com/openobserve-careers/67feae33-d1ab-46c4-9e21-108852f6261b,2026-07-15,2026-04-07,Remote,Verified
Canvas Medical,,"$300,000-$360,000",MM/Ent,"San Francisco, CA","Remote, US",,Healthcare EMR SaaS,https://jobs.lever.co/canvasmedical/cfad09e6-8a41-45da-8bb3-a91464a08318,2026-07-15,2025-09-03,Remote,Verified
Pipe17,,,MM/Ent,,"Remote, US",,Ecommerce orchestration SaaS,https://job-boards.greenhouse.io/pipe17/jobs/4683047005,2026-07-15,2026-04-08,Remote,Verified
Signifyd,,"$270,000-$320,000",Ent,"San Jose, CA","Remote, US",,Ecommerce fraud protection SaaS,https://job-boards.greenhouse.io/signifyd95/jobs/7958912,2026-07-15,2026-05-27,Remote,Verified
Parsec Automation,,"$240,000-$300,000",Ent,,"Remote, US (South)",,Manufacturing MES SaaS,https://job-boards.greenhouse.io/parsecautomationcorp/jobs/5247256008,2026-07-15,,Remote,Verified
Rasa,,"$230,000-$260,000",MM/Ent,,"Remote, US",,Conversational AI / NLU dev platform,https://jobs.ashbyhq.com/rasa/c82fedc7-8d48-4a0f-a92d-2673e078b2b8,2026-07-15,2026-07-01,Remote,Verified
Intellistack,,"$200,000-$210,000",MM,"Denver, CO",Remote (Denver preferred),,No-code forms / doc automation SaaS,https://jobs.ashbyhq.com/Intellistack/dd1f7ead-7d8b-42d9-ba1b-98190d970af4,2026-07-15,2026-05-13,Remote,Verified
Airtable,,"$198,400-$244,600",MM,"San Francisco, CA","Remote, US",,Low-code/no-code workflow platform,https://job-boards.greenhouse.io/airtable/jobs/8391589002,2026-07-15,2026-01-26,Remote,Verified
Vanta,,"$213,000-$251,000",MM,"San Francisco, CA","Remote, US",,Security / compliance automation SaaS,https://jobs.ashbyhq.com/vanta/fe5fd1a4-12ff-4703-bed5-6c2f34ba7768,2026-07-15,2026-04-21,Remote,Verified
RevenueCat,,,MM,"San Francisco, CA","Remote, US",91,Mobile app monetization SaaS,https://jobs.ashbyhq.com/revenuecat/f097b175-d40a-434f-94e1-c3771c4511ff,2026-07-15,2026-07-14,Remote,Verified
Omni,,L1 up to $175K OTE (50/50 split); L2 up to $250K OTE (50/50 split),MM,"San Francisco, CA",Y,,BI / analytics SaaS,https://jobs.ashbyhq.com/omni/e9fabee1-1634-4922-b2ad-30adcc9e44d4,2026-07-15,,Remote,Verified
Vitally.io,,,SMB/MM,"Brooklyn, NY",Remote (unconfirmed),,Customer success SaaS,https://vitally.io/careers,2026-07-15,,Remote,Needs check
Scribe,,$250K,Ent,"San Francisco, CA",Y,,Workflow / documentation AI SaaS,https://jobs.ashbyhq.com/scribe/a5d4e39b-c86b-4f82-b1d0-31bf2b967537,2026-07-15,2026-03-01,Remote,Verified
Mews,,,MM,"Prague, Czech Republic / Amsterdam (Mews Systems)",Remote (unconfirmed),,Hospitality / hotel PMS SaaS,https://www.mews.com/en/careers/jobs/4912020101?gh_jid=4912020101,2026-07-15,2026-07-01,Remote,Needs check
Rebar,,,Ent,New York City,NYC,,Vertical B2B SaaS - HVAC/electrical/plumbing quoting & estimating software for commercial contractors and suppliers,https://jobs.ashbyhq.com/rebar/8ea30e2a-f680-428c-90c1-12dc3dd7b137,2026-07-15,,NYC,Verified
Rilla,,,Ent,"New York City, NY",In-Office (NYC),,B2B SaaS — speech/conversation analytics AI for field sales & service,https://jobs.ashbyhq.com/rilla/4fde3cd3-bec2-4bbb-bd40-338b0471d6d0,2026-07-15,2026-07-15,NYC,Verified
Ivo,,"$250,000 - $270,000",MM,"San Francisco, CA",No — SF in-office/hybrid,,Legal Tech / Contract Intelligence AI,https://jobs.ashbyhq.com/ivo-inc/188e230f-38c7-4466-80fa-5ac51ed495ed,2026-07-15,,SF,Verified
Ivo,,"$340,000 - $360,000",Ent,"San Francisco, CA",No — SF in-office/hybrid,,Legal Tech / Contract Intelligence AI,https://jobs.ashbyhq.com/ivo-inc/5c151210-be10-452a-9ba3-4fc92eb68c2c,2026-07-15,,SF,Verified
Campfire,,$190K-$300K,Ent,"San Francisco, CA","On-site 5 days/week (San Francisco, CA 94104",,B2B SaaS,https://jobs.ashbyhq.com/campfire/3c0d5b20-72d7-4ac6-8710-3f897339ba7f,2026-07-15,,SF,Verified
Campfire,,$190K-$300K,Ent,"San Francisco, CA","New York, based in-office (workplace type no",,B2B SaaS,https://jobs.ashbyhq.com/campfire/e343e203-264c-49da-93a2-2db69e081488,2026-07-15,,NYC,Verified
Scytale,,"$240,000-$300,000",Ent,"New York, NY","NYC (hybrid, flexible)",,B2B SaaS - security compliance automation,https://scytale.ai/careers/co/new-york/3F.56C/founding-ae/all,2026-07-15,,NYC,Verified
Mutiny,,,Ent,New York City,"No — explicitly in-person NYC, 5x/week",,B2B SaaS — AI infrastructure/agents for GTM,https://jobs.ashbyhq.com/mutiny/13d38c51-7bdf-44c5-ab92-4ee876933913,2026-07-15,2026-04-28,NYC,Verified
Modo Energy,,$110K-$190K,MM/Ent,"London, UK",NYC,,Energy data/analytics platform,https://job-boards.eu.greenhouse.io/modoenergy/jobs/4875901101,2026-07-15,,NYC,Verified
Orb,,$180K–$250K,MM,"San Francisco, CA",SF,,B2B SaaS — usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/f5a56c73-2bb0-4f2d-bff4-f54617b60499,2026-07-15,,SF,Verified
Orb,,$180K–$250K,MM,"San Francisco, CA",NYC,,B2B SaaS — usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/593aa7f8-b1c6-4252-a3df-9069ce8881cb,2026-07-15,,NYC,Verified
Orb,,$225K–$350K,Ent,"San Francisco, CA",SF,,B2B SaaS — usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/16c4ed6a-6672-46d4-a11a-fc509f2ab80d,2026-07-15,,SF,Verified
Orb,,$225K–$350K,Ent,"San Francisco, CA",NYC,,B2B SaaS — usage-based billing/monetization infrastructure,https://jobs.ashbyhq.com/orb/04f1ace3-0833-4c06-a418-5415f1623bfa,2026-07-15,,NYC,Verified
Brellium,,"$240,000–$350,000 OTE",MM,"New York, NY","NYC (in-office/hybrid, not Remote-US)",,Healthcare compliance / clinical AI,https://jobs.ashbyhq.com/brellium/365a3ff9-49e3-4bfb-8245-cdb2322f7eef,2026-07-15,2026-04-08,NYC,Verified
Roboflow,,,Ent,"New York, NY / San Francisco, CA",Remote-US,,Computer vision / AI developer platform,https://jobs.ashbyhq.com/roboflow/d0c0380b-66a6-45c8-b83a-5a0fda21c343,2026-07-15,,Remote,Verified
Arch,,"$260,000 - $320,000",Ent,"New York City, NY",NYC,,Fintech / private-investment management SaaS,https://jobs.ashbyhq.com/arch.co/afb7afa2-3501-4942-a23a-a426ac404ab9,2026-07-15,,NYC,Verified
Arch,,"$300,000 - $350,000",Ent,"New York City, NY",NYC,,Fintech / private-investment management SaaS,https://jobs.ashbyhq.com/arch.co/39a49037-5722-4320-89d5-2c80c1b0763a,2026-07-15,,NYC,Verified
Metaview,,$230K - $300K OTE + Equity,MM,"San Francisco, CA",NYC-based (US East preference); Ashby flags ,,B2B SaaS / AI recruiting tech,https://jobs.ashbyhq.com/metaview/bb7774bc-752e-461d-9506-9e30388b58c8,2026-07-15,2025-11-07,NYC,Verified
Metaview,,$300K - $350K OTE + Equity,Ent,"San Francisco, CA",SF-based,,B2B SaaS / AI recruiting tech,https://jobs.ashbyhq.com/metaview/52608447-4f04-4444-b343-6882db326799,2026-07-15,2025-12-04,SF,Verified
Regie.ai,,,Ent,"San Francisco / Bellevue, WA / Miami / Bengaluru",SF,,B2B SaaS,https://www.regie.ai/careers/enterprise-account-executive-2,2026-07-15,,SF,Verified
EliseAI,,"$110,000 base / $295,000 OTE",MM,"New York, NY",NYC,,B2B SaaS,https://jobs.ashbyhq.com/eliseai/85c00ebc-7d74-4f63-bebd-ed1dfdf0b442,2026-07-15,,NYC,Verified
EliseAI,,"$130,000-$150,000 base / $260,000-$300,000 OTE",Ent,"New York, NY",NYC,,B2B SaaS,https://jobs.ashbyhq.com/eliseai/a337f050-4f80-41a7-b20c-0963619812c9,2026-07-15,,NYC,Verified
Tailscale,,"$200,000",MM,"Toronto, Canada / distributed","Hybrid - Denver, CO (2-3 days/week in-office",,B2B SaaS - Network security / zero trust networking,https://job-boards.greenhouse.io/tailscale/jobs/4697762005,2026-07-15,2026-05-21,Denver,Verified
Sprig,,"$300,000–$340,000",Ent,"San Francisco, CA",SF,,B2B SaaS,https://jobs.ashbyhq.com/sprig/7befcb2a-91e1-4a8a-83df-ae4b76145083,2026-07-15,2026-03-16,SF,Verified
LinearB,,,Ent,"Boston, MA",NYC (hybrid),,B2B SaaS - Software Engineering Intelligence / DevOps analytics,https://linearb.applytojob.com/apply/O0eiM6HcDU/Enterprise-Account-Executive,2026-07-15,,NYC,Verified
Middesk,,$300K-$330K,Ent,"San Francisco, CA",NYC,,B2B SaaS - business identity verification / risk management,https://jobs.ashbyhq.com/middesk/3a82222e-34cf-4a7f-af7d-4b269456788d,2026-07-15,2026-01-16,NYC,Verified
Middesk,,$190K-$220K,MM,"San Francisco, CA",NYC,,B2B SaaS - business identity verification / risk management,https://jobs.ashbyhq.com/middesk/ce344f6c-f245-4751-ad36-c60abfccfab7,2026-07-15,2026-05-21,NYC,Verified
CompStak,,"$100,000–$375,000 OTE",Ent,"New York, NY",NYC,,Commercial Real Estate data/analytics,https://jobs.lever.co/compstak/ded2dbb5-692f-4809-8eea-4d40409a9813,2026-07-15,2026-07-08,NYC,Needs check
Playground,,"$155,000-$165,000",MM/Ent,New York City,"No - fully in-office at Denver, CO office (w",,B2B SaaS - childcare/early-education management software,https://jobs.ashbyhq.com/playground/a37b5dc3-6b50-4888-bfe2-43ceb8fe9540,2026-07-15,2026-07-15,Denver,Verified
